Job Title,Company,Location,Min Salary,Max Salary
"Program Manager, Corporate Giving",Open Text Corporation,"Waterloo, ON",87827.0,111209.0
Principal Security Compliance Analyst - Compliance Strategy,Open Text Corporation,"Waterloo, ON",76187.0,96470.0
Principal GCP Cloud Solutions Architect,Open Text Corporation,"Waterloo, ON",74417.0,94228.0
Lead Site Reliability Engineer,opentext,"Waterloo, ON",99945.0,126552.0
Bilingual Customer Support Representative - (French),opentext,"Waterloo, ON",39896.0,50517.0
Bilingual Customer Support Representative - (French),Open Text Corporation,"Waterloo, ON",39896.0,50517.0
Control Systems Software Designer,ATS Automation Tooling Systems,"Cambridge, ON",62955.0,79715.0
Control Systems Developer (B&R Automation Specialist),ATS Automation Tooling Systems,"Cambridge, ON",69842.0,88436.0
Health Records Tech Coder,Grand River Hospital,"Kitchener, ON",46065.0,58328.0
Lead Site Reliability Engineer,Open Text Corporation,"Waterloo, ON",99945.0,126552.0
Principal IT Software Engineer,opentext,"Waterloo, ON",90589.0,114706.0
Sr. Client Manager,opentext,"Waterloo, ON",83619.0,105881.0
Job Developer/Employment Counsellor,2nd Chance Employment Counselling,"Guelph, ON",,
"Senior Cloud Security Engineer- Remote, Ontario",Smile DH,"Kitchener, ON",129190.0,163583.0
